Артикул;Название;Изображения;"Длина спального места";"Длина макс";Длина;Высота;"Ширина стула";"Высота сиденья";"Ширина спального места";Ширина;"Высота стула";"Глубина стула";"Материал столешницы";"Материал сиденья";"Материал каркаса";Материал;"Цвет столешницы";"Цвет сиденья";"Цвет обивки";"Цвет металла";"Цвет каркаса";"Цвет дерева";Описание;Вес;Объем;"Страна происхождения";Производитель;"По раскладке";"Цена опт 1";"Цена опт 2";"Цена РРЦ";"EAS 1";"EAS 2";"Общий остаток";"Дата поступления"
UDC7094RU05;"Стул CHILLI RU-05 коричневый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/7e0/7e01aa2441da6914bedfaed94a50f199.jpg https://mebelcity.com/upload/iblock/b2c/b2c677ad5879b4756ba6a82b409eaf89.jpg https://mebelcity.com/upload/iblock/23e/23e759f553255df5c60d7a3833896ac2.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Коричневый винтажный";;;Чёрный;;"<h1>Стул CHILLI коричневый винтаж</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,2;0,055;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2250.00;2350.00;3600.00;1875.00;2083.00;374;
UDC7094RU08;"Стул CHILLI RU-08 экокожа антрацит, PU М-City";"https://mebelcity.com/upload/iblock/98a/98a47aa5036fb51bdd2f687d0cdad881.jpg https://mebelcity.com/upload/iblock/231/231ed8ca4076dcb27978472c708a3ac0.jpg https://mebelcity.com/upload/iblock/ac9/ac98c2eca43d04ee4c6a57368a97d6dc.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Антрацит винтажный";;;Чёрный;;"<h1>Стул CHILLI антрацит</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,2;0,055;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2250.00;2350.00;3600.00;1875.00;2083.00;348;
UDC7094RU11;"Стул CHILLI RU-11 светло-коричневый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/7a1/7a1385699a9b1475d2efb53457daa359.jpg https://mebelcity.com/upload/iblock/8dd/8dd68b7fa0c1025ba44491c6ffd45948.jpg https://mebelcity.com/upload/iblock/616/61603ca5a63d9d85def2b34c96ea437c.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Светло-коричневый винтажный";;;Чёрный;;"<h1>Стул CHILLI светло-коричневый винтаж</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,2;0,055;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2250.00;2350.00;3600.00;1875.00;2083.00;272;"28.05.2020 0:00:00"
UDC7094RU09;"Стул CHILLI RU-09 серо-бежевый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/2d8/2d8f038ca740e5d0083f32a89c7c0aa4.jpg https://mebelcity.com/upload/iblock/b01/b0124bc61a4eb8632fe20e2e2b74b02e.jpg https://mebelcity.com/upload/iblock/74f/74fc9f76975bb30631b666a6670a090d.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Серо-бежевый винтажный";;;Чёрный;;"<h1>Стул CHILLI серо-бежевый винтаж</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,2;0,055;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2250.00;2350.00;3600.00;1875.00;2083.00;572;
UDC7094RU12;"Стул CHILLI RU-12 коричневый антрацит, PU М-City";"https://mebelcity.com/upload/iblock/51e/51ecf92c99af8b638046d3f3865f17c8.jpg https://mebelcity.com/upload/iblock/d5f/d5f7bda8964eca046611453a2204d8e0.jpg https://mebelcity.com/upload/iblock/b7f/b7f8db18a59b5a6f0b2054abb6061e33.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Антрацит винтажный";;;Чёрный;;"<h1>Стул CHILLI коричневый антрацит</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула -  металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6,2;0,055;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2250.00;2350.00;3600.00;1875.00;2083.00;1;
UDC8025RU03WHT;"Стул CHILLI SQUARE RU-03 синяя сталь, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/e58/e58ea5899a8d73498dbc6c283a54a3ac.jpg https://mebelcity.com/upload/iblock/37b/37bbd1008566f7ec8e6837acc5a05dd8.jpg https://mebelcity.com/upload/iblock/ce0/ce010ff85983ba4413fa0a6f23265989.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Синяя сталь";;;Белый;;"<h1>Стул CHILLI SQUARE синяя сталь, PU/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;434;"08.06.2020 0:00:00"
UDC8025UF86012BWH;"Стул CHILLI SQUARE UF860-12B зеленый хром, ткань/ белый каркас М-City";https://mebelcity.com/upload/iblock/353/3539d062b2e069adb7ff6300ba6b8022.jpg;;;;;46;50;;;89;55;;Ткань;Металл;;;Зеленый;;;Белый;;"<h1>Стул CHILLI SQUARE зеленый хром</h1>
<p>Сиденье обито плотной мягкой  тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые .</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;364;"08.06.2020 0:00:00"
UDC8025UF86014BWH;"Стул CHILLI SQUARE UF860-14B полночный синий, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/cb4/cb42af086fecccdf5ff3fb3150f51224.jpg https://mebelcity.com/upload/iblock/fc1/fc1b459ff2dcba18daac02cb1ac184f1.jpg https://mebelcity.com/upload/iblock/d1a/d1a1fe754cf64e5d9464b5011eff9a4f.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;"Полночный синий";;;Белый;;"<h1>Стул CHILLI SQUARE полночный синий</h1>
<p>Сиденье обито плотной мягкой  тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые .</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;100;"28.05.2020 0:00:00"
UDC8025UF86015BWH;"Стул CHILLI SQUARE UF860-15B сияющая орхидея, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/b53/b53695e1ca3d80161f1e990a994baee6.jpg https://mebelcity.com/upload/iblock/430/4309e232151cb5b615447ac154ac0568.jpg https://mebelcity.com/upload/iblock/0a6/0a6900744bc929b0e173d20ec6605b20.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;Сиреневый;;;Белый;;"<h1>Стул CHILLI SQUARE сияющая орхидея</h1>
<p>Сиденье обито плотной мягкой  тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые .</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;292;"08.06.2020 0:00:00"
UDC8025UF86016BWH;"Стул CHILLI SQUARE UF860-16B красный, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/93a/93ad487b28ad82cd2960ea929225f8c2.jpg https://mebelcity.com/upload/iblock/3e8/3e888c816c955595c9f767fc04a20f81.jpg https://mebelcity.com/upload/iblock/c5f/c5f27f43195b8c5ba202f239bc57f4b1.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;Красный;;;Белый;;"<h1>Стул CHILLI SQUARE красный</h1>
<p>Сиденье обито плотной мягкой  тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые .</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;344;"28.05.2020 0:00:00"
UDC8025RU09WHT;"Стул CHILLI SQUARE RU-09 серо-бежевый винтаж, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/a12/a12e0a460344ff23bb4da48aa09ab39f.jpg https://mebelcity.com/upload/iblock/bf0/bf0338ef11ecd0de8e25eb12451747b5.jpg https://mebelcity.com/upload/iblock/7bc/7bc0001ce8214f096ecc03d6124ec602.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Серо-бежевый винтажный";;;Белый;;"<h1>Стул CHILLI SQUARE серо-бежевый винтаж, PU/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;1307;"08.06.2020 0:00:00"
UDC8025RU16WHT;"Стул CHILLI SQUARE RU-16 бежевый винтаж, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/28c/28c8d5fdd12817eb1737f4482519e4a5.jpg https://mebelcity.com/upload/iblock/a87/a87c080271d19c6664074ccdee727777.jpg https://mebelcity.com/upload/iblock/7f0/7f08d52810dc34326b50932bea90086e.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Бежевый винтажный";;;Белый;;"<h1>Стул CHILLI SQUARE бежевый винтаж, PU/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;1392;"08.06.2020 0:00:00"
UDC7066TRF04;"Стул DUBLIN TRF-04 красный, ткань М-City";"https://mebelcity.com/upload/iblock/612/61219086d08c3605f722d6164c353c52.jpg https://mebelcity.com/upload/iblock/d50/d50332993eac93f0fe8754da9b4a8549.jpg https://mebelcity.com/upload/iblock/f3e/f3edebe794131a21e05974ab1a1c19ff.jpg";;;;;45;51;;;88;56;;Ткань;Металл;;;Красный;;;Чёрный;;"<h1>Стул DUBLIN красный, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2200.00;2300.00;3550.00;1833.00;2000.00;172;
UDC7066TRF06;"Стул DUBLIN TRF-06 полночный синий, ткань М-City";"https://mebelcity.com/upload/iblock/8da/8dae4e84555a10749064616f490e40d9.jpg https://mebelcity.com/upload/iblock/b8d/b8da1346da25e0d975c25270eda4ee2f.jpg https://mebelcity.com/upload/iblock/f21/f21c2cfd3ba55515d5849aaaaccde0e4.jpg";;;;;45;51;;;88;56;;Ткань;Металл;;;"Полночный синий";;;Чёрный;;"<h1>Стул DUBLIN полночный синий, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2200.00;2300.00;3550.00;1833.00;2000.00;54;
UDC7066TRF07;"Стул DUBLIN TRF-07 морская волна, ткань М-City";"https://mebelcity.com/upload/iblock/ed2/ed24f6b247cb9200a3d12fbcc55341cd.jpg https://mebelcity.com/upload/iblock/6e0/6e0c5904934ed9a166d37ad1ab054b47.jpg https://mebelcity.com/upload/iblock/dbd/dbd6fd6104504daf5eddae77106b525c.jpg";;;;;45;51;;;88;56;;Ткань;Металл;;;"Морская волна";;;Чёрный;;"<h1>Стул DUBLIN морская волна, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2200.00;2300.00;3550.00;1833.00;2000.00;108;
UDC7066TRF08;"Стул DUBLIN TRF-08 теплый серый, ткань М-City";"https://mebelcity.com/upload/iblock/4b8/4b847308476ed496c01f91ea23ea952d.jpg https://mebelcity.com/upload/iblock/b21/b2106382f07a5895ed346d1a004e0fda.jpg https://mebelcity.com/upload/iblock/e0d/e0d7bd46d10ec457445266431355f636.jpg";;;;;45;51;;;88;56;;Ткань;Металл;;;"Теплый серый";;;Чёрный;;"<h1>Стул DUBLIN теплый серый, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2200.00;2300.00;3550.00;1833.00;2000.00;70;
UDC8025RU09;"Стул CHILLI SQUARE RU-09 серо-бежевый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/18e/18e2c999a4d3de0d8fd12725d7f94cee.jpg https://mebelcity.com/upload/iblock/61a/61a59d2aff709523a43b96882d36c1a5.jpg https://mebelcity.com/upload/iblock/a6a/a6a266867e0a8b42caf68fdb62a7f8d3.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Серо-бежевый винтажный";;;Черный;;"<h1>Стул CHILLI SQUARE серо-бежевый винтаж, PU</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл черного цвета, порошковое покрытие.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;72;"08.06.2020 0:00:00"
T14252LOAKBUT;"Стол T14252 LIGHT OAK #K248/ BUTTERMILK #WW60 M-city";"https://mebelcity.com/upload/iblock/d71/d716dac4ebe58d14f3a46f1a972121ec.jpg https://mebelcity.com/upload/iblock/282/282b0ad9e43e2d86f741a25083efef51.jpg https://mebelcity.com/upload/iblock/9e3/9e342dc3ef5b77d49a112d7a403dcb4d.jpg https://mebelcity.com/upload/iblock/cb2/cb23c87464873926c153d9a1d87ce84a.jpg";;184;138;76;;;;107;;;"Шпон дуба";;"Массив гевеи";;"LIGHT OAK #K248";;;;"BUTTERMILK #WW60";;"<h1>Стол обеденный раскладной T14252</h1>
<p>Идеально сочетается со стульями C14357.</p>
<p>Вставка - ""бабочка"", хранится под столешницей. Фактурный шпон наложен в виде красивого рисунка на столешнице. Стол выполнен в винтажном стиле с эффектом брашировки.</p>
<p>Стол упакован в 1 коробку, поставляется в разобранном виде.</p>";53,5;0,331;Малайзия;"LATITUDE TREE FURNITURE SDN BHD";Раскладной;20910.00;21950.00;35550.00;17425.00;19166.00;;"15.07.2020 0:00:00"
UDC8025RU01WHT;"Стул CHILLI SQUARE RU-01 малахит, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/a63/a6376e23e294e3d2ac9d6aaeeea60f34.jpg https://mebelcity.com/upload/iblock/1f8/1f8b971d34d3c9eb5817077415713984.jpg https://mebelcity.com/upload/iblock/865/865c68a9dd769cc9eeaad1a3597cce4d.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Малахит винтажный";;;Белый;;"<h1>Стул CHILLI SQUARE малахит, PU/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;554;"08.06.2020 0:00:00"
UDC8025RU04WHT;"Стул CHILLI SQUARE RU-04 экокожа хаки, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/39a/39af84cebe8e1ff6ae364fb22f0c8702.jpg https://mebelcity.com/upload/iblock/217/217ef4cb33bba4953c246d060276b965.jpg https://mebelcity.com/upload/iblock/347/3471596e189e72f5596255929d21a59b.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;Хаки;;;Белый;;"<h1>Стул CHILLI SQUARE хаки, PU/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;732;"08.06.2020 0:00:00"
UDC8025RU07WHT;"Стул CHILLI SQUARE RU-07 серая сталь, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/a18/a1877c994ca4455df825bfa888012f99.jpg https://mebelcity.com/upload/iblock/7e7/7e74835374b01d6653ec2e1395f2843a.jpg https://mebelcity.com/upload/iblock/e56/e566a4f6b2b5d5a58ff2a0ebb0b779b0.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Серая сталь";;;Белый;;"<h1>Стул CHILLI SQUARE серая сталь, PU/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;947;"08.06.2020 0:00:00"
UDC8025RU18WHT;"Стул CHILLI SQUARE RU-18 темно-бежевый винтаж, PU/ белый каркас М-City";"https://mebelcity.com/upload/iblock/bb5/bb5003a2c0cac98125366c02683a8218.jpg https://mebelcity.com/upload/iblock/38f/38f67c473f4c9b4f9fc3543f38fda487.jpg https://mebelcity.com/upload/iblock/1d8/1d8ff2edae6c67c2cc989c1d10852b9e.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Темно-бежевый винтажный";;;Белый;;"<h1>Стул CHILLI SQUARE темно-бежевый винтаж/ белый каркас</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;192;
UDC8266G06211;"Стул BRANDY бежевый, велюр G062-11 М-City";"https://mebelcity.com/upload/iblock/76c/76ce730e399751d255f158cbca8e435b.jpg https://mebelcity.com/upload/iblock/7c3/7c35c1ce1e81ad8b5ca6b33694898542.jpg https://mebelcity.com/upload/iblock/6c2/6c20b6edfabdf22dfaac89f10fc52efb.jpg";;;;;53;48;;;85;60;;Ткань;Металл;;;Бежевый;;;Чёрный;;"<h1>Стул BRANDY бежевый</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";7,5;0,086;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;
UDC8266G06214;"Стул BRANDY серый, велюр G062-14 М-City";"https://mebelcity.com/upload/iblock/13e/13ea2feee5089a2280c8ec309cf57560.jpg https://mebelcity.com/upload/iblock/d14/d1488a54e593a49af292ebd356219d6a.jpg https://mebelcity.com/upload/iblock/d30/d3044fe475b1258c0c6fe467dbfc24f6.jpg";;;;;53;48;;;85;60;;Ткань;Металл;;;Серый;;;Чёрный;;"<h1>Стул BRANDY серый</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";7,5;0,086;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;
UDC8266G06218;"Стул BRANDY зеленый, велюр G062-18 М-City";"https://mebelcity.com/upload/iblock/6a1/6a1473467ffcf1c88cc51d941c37cfc8.jpg https://mebelcity.com/upload/iblock/874/874984fa8d78875a88c1eb29dea6296e.jpg https://mebelcity.com/upload/iblock/310/310c9fd94561895699b1ca2af307a35f.jpg";;;;;53;48;;;85;60;;Ткань;Металл;;;Зеленый;;;Чёрный;;"<h1>Стул BRANDY зеленый</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";7,5;0,086;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;
UDC8266G06249;"Стул BRANDY синий, велюр G062-49 М-City";"https://mebelcity.com/upload/iblock/d8d/d8d1ece3069ba8f32a12ebbd9bff62c7.jpg https://mebelcity.com/upload/iblock/9b3/9b3255e91700119324bc8afe32638aa5.jpg https://mebelcity.com/upload/iblock/bf7/bf7eea9c19cc648eaa54a1599b5bbe8d.jpg";;;;;53;48;;;85;60;;Ткань;Металл;;;Синий;;;Чёрный;;"<h1>Стул BRANDY синий</h1>
<p>Сиденье обито велюром.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./1 кор.</p>
";7,5;0,086;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2900.00;3050.00;4600.00;2416.00;2666.00;;
UDC8025TRF06WHT;"Стул CHILLI SQUARE TRF-06 полночный синий, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/52b/52ba0bfe0a9a3ad2b27a05ed4cc64660.jpg https://mebelcity.com/upload/iblock/7b1/7b1110e2508cf7a1f95f9e37914921cc.jpg https://mebelcity.com/upload/iblock/f76/f7645a36a0cc82c45445f0507d468773.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;"Полночный синий";;;Белый;;"<h1>Стул CHILLI SQUARE полночный синий, ткань/ белый каркас</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;484;
UDC8025TRF07WHT;"Стул CHILLI SQUARE TRF-07 морская волна, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/b2c/b2c098a53e095e43a62aa7318dce4bea.jpg https://mebelcity.com/upload/iblock/617/6174e240d98058a7ca2d4093484cdca2.jpg https://mebelcity.com/upload/iblock/f72/f7269fc6c7c14be57a07482715872a11.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;"Морская волна";;;Белый;;"<h1>Стул CHILLI SQUARE морская волна, ткань/ белый каркас</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;100;
UDC8025TRF08WHT;"Стул CHILLI SQUARE TRF-08 теплый серый, ткань/ белый каркас М-City";"https://mebelcity.com/upload/iblock/f05/f0503c46cbdfeef96e6ac77588ba1b3b.jpg https://mebelcity.com/upload/iblock/af3/af399cd5cc2555e267a4d60d8030568d.jpg https://mebelcity.com/upload/iblock/9e2/9e26b4b367e56b7a117af6eaef31edc5.jpg";;;;;46;50;;;89;55;;Ткань;Металл;;;"Теплый серый";;;Белый;;"<h1>Стул CHILLI SQUARE теплый серый, ткань/ белый каркас</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - квадратные - металл белого цвета, порошковое покрытие, подпятники белые.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;253;
UDC7066TRF09;"Стул DUBLIN TRF-09 серый кварц, ткань М-City";"https://mebelcity.com/upload/iblock/bf1/bf1d8b7b8543c587a056736b421a470b.jpg https://mebelcity.com/upload/iblock/b0d/b0d369bbe53942d3b1e17dc6377d63f5.jpg https://mebelcity.com/upload/iblock/aa0/aa082e9240e57154b4f195bc2c07fc5c.jpg";;;;;45;51;;;88;56;;Ткань;Металл;;;"Серый кварц";;;Чёрный;;"<h1>Стул DUBLIN серый кварц, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2200.00;2300.00;3550.00;1833.00;2000.00;93;
UDC7066TRF10;"Стул DUBLIN TRF-10 небесно-голубой, ткань М-City";"https://mebelcity.com/upload/iblock/439/439aaff4fc6e59d2b2432fd7406fc3b4.jpg https://mebelcity.com/upload/iblock/30c/30c025d632061653499c989f845d298c.jpg https://mebelcity.com/upload/iblock/0f3/0f39c0b05dfdd7b1d8cc53f40fd41dd1.jpg";;;;;45;51;;;88;56;;Ткань;Металл;;;Небесно-голубой;;;Чёрный;;"<h1>Стул DUBLIN небесно-голубой, ткань</h1>
<p>Сиденье обито тканью.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 4 шт./1 кор.</p>
";6;0,053;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2200.00;2300.00;3550.00;1833.00;2000.00;122;
UDC8025RU16;"Стул CHILLI SQUARE RU-16 бежевый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/1fe/1fe6e18fa0479d508a44be4d20411989.jpg https://mebelcity.com/upload/iblock/9ae/9ae14c19e140555d30fccb050d94f623.jpg https://mebelcity.com/upload/iblock/77e/77e5afdb6db885f18bb83c201b7c5ca1.jpg";;;;;46;50;;;89;55;;Экокожа;Металл;;;"Бежевый винтажный";;;Черный;;"<h1>Стул CHILLI SQUARE бежевый винтаж, PU</h1>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - квадратные - металл черного цвета, порошковое покрытие.</p>
<p>Упакован - 4 шт./1 кор.</p>
";5,3;0,06;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;2300.00;2400.00;3700.00;1916.00;2125.00;680;
UDC8078RU09;"Барный стул SPICE RU-09 серо-бежевый винтаж, PU М-City";"https://mebelcity.com/upload/iblock/f83/f836d637d366bdab6ad9bdf94c571492.jpg https://mebelcity.com/upload/iblock/a34/a346ea3065906277804937a5bdb586e1.jpg";;;;;43;77;;;103;48;;Экокожа;Металл;;;"Серо-бежевый винтажный";;;Чёрный;;"<h1>Барный стул SPICE серо-бежевый винтаж</h1>
<p>Сочетается по форме с обеденным стулом CHILLI.</p>
<p>Сиденье обито экокожей в винтажном стиле.</p>
<p>Ножки стула - металл черного цвета.</p>
<p>Упакован - 2 шт./2 кор.</p>
";8;0,05;Китай;"TIANJIN U-LIKE INTL.CO.,LTD ";;3150.00;3300.00;5050.00;2625.00;2875.00;315;
